HS6,China,Japan,Korea,Uae,Veitnam
283210,7.5,0.0,0.0,4.67,0.0
283220,7.5,0.0,0.0,0.0,0.0
283230,7.5,0.0,0.0,0.0,0.0
283311,7.5,0.0,0.0,0.0,0.0
283319,7.5,0.0,0.0,0.0,0.0
283321,7.5,0.0,0.0,0.0,0.0
283322,7.5,0.0,0.0,0.0,0.0
283324,7.5,0.0,0.0,0.0,0.0
283325,7.5,0.0,0.0,0.0,0.0
283327,7.5,0.0,0.0,0.0,0.0
283329,7.5,0.0,0.0,0.0,0.0
283330,7.5,0.0,0.0,0.0,0.0
283340,7.5,0.0,0.0,0.0,0.0
283410,7.5,0.0,0.0,0.0,0.0
283421,7.5,0.0,0.0,0.0,0.0
283429,7.5,0.0,0.0,0.0,0.0
283510,7.5,0.0,0.0,0.0,0.0
283522,7.5,0.0,0.0,0.0,0.0
283524,7.5,0.0,0.0,0.0,0.0
283525,7.5,0.0,0.0,0.0,0.0
283526,7.5,0.0,0.0,0.0,0.0
283529,7.5,0.0,0.0,0.0,0.0
283531,7.5,0.0,0.0,0.0,0.0
283539,7.5,0.0,0.0,0.0,0.0
283620,7.5,0.0,0.0,0.0,0.0
283630,7.5,0.0,0.0,0.0,0.0
283640,7.5,0.0,0.0,0.0,0.0
283650,7.5,0.0,0.0,0.0,0.0
283660,7.5,0.0,0.0,0.0,0.0
283691,7.5,0.0,0.0,0.0,0.0
283692,7.5,0.0,0.0,0.0,0.0
283699,7.5,0.0,0.0,0.0,0.0
283711,10.0,0.0,0.0,0.0,0.0
283719,7.5,0.0,0.0,0.0,0.0
283720,7.5,0.0,0.0,0.0,0.0
283911,7.5,0.0,0.0,0.0,0.0
283919,7.5,0.0,0.0,0.0,0.0
283990,7.5,0.0,0.0,0.0,0.0
284011,7.5,0.0,0.0,0.0,0.0
284019,7.5,0.0,0.0,0.0,0.0
284020,7.5,0.0,0.0,0.0,0.0
284030,7.5,0.0,0.0,0.0,0.0
284130,7.5,0.0,0.0,0.0,0.0
284150,7.5,0.0,0.0,0.0,0.0
284161,7.5,0.0,0.0,0.0,0.0
284169,7.5,0.0,0.0,0.0,0.0
284170,7.5,0.0,0.0,0.0,0.0
284180,7.5,0.0,0.0,0.0,0.0
284190,7.5,0.0,0.0,0.0,0.0
284210,7.5,0.0,0.0,0.0,0.0
284290,7.5,0.0,0.0,0.0,0.0
284310,10.0,0.0,0.0,0.0,0.0
284321,10.0,0.0,0.0,0.0,0.0
284329,10.0,0.0,0.0,0.0,0.0
284330,10.0,0.0,0.0,0.0,0.0
284390,10.0,0.0,0.0,0.0,0.0
284410,7.5,0.0,0.0,0.0,0.0
284420,7.5,0.0,0.0,0.0,0.0
284430,7.5,0.0,0.0,0.0,0.0
284441,10.0,0.0,0.0,0.0,0.0
284442,10.0,0.0,0.0,0.0,0.0
284443,10.0,0.0,0.0,0.0,0.0
284444,10.0,0.0,0.0,0.0,0.0
284450,7.5,0.0,0.0,0.0,0.0
284510,7.5,0.0,0.0,0.0,0.0
284520,7.5,0.0,0.0,0.0,0.0
284530,7.5,0.0,0.0,0.0,0.0
284540,7.5,0.0,0.0,0.0,0.0
284590,7.5,0.0,0.0,0.0,0.0
284610,7.5,0.0,0.0,0.0,0.0
284690,7.5,0.0,0.0,0.0,0.0
284700,7.5,0.0,0.0,0.0,0.0
284910,7.5,0.0,0.0,0.0,0.0
284920,7.5,0.0,0.0,0.0,0.0
284990,7.5,0.0,0.0,0.0,0.0
285000,7.5,0.0,0.0,0.0,0.0
285210,7.5,0.0,0.0,0.0,0.0
285290,7.5,0.0,0.0,0.0,0.0
285310,7.5,0.0,0.0,0.0,0.0
285390,7.5,0.0,0.0,0.0,0.0
290110,2.5,0.0,0.0,0.0,0.0
290121,2.5,0.0,0.0,0.0,0.0
290122,2.5,0.0,0.0,0.0,0.0
290123,2.5,0.0,0.0,0.0,0.0
290124,2.5,0.0,0.0,0.0,0.0
290129,2.5,0.0,0.0,0.0,0.0
290211,2.5,0.0,0.0,0.0,0.0
290219,2.5,0.0,0.0,0.0,0.0
290220,2.5,0.0,0.0,0.0,0.0
290230,2.5,0.0,0.0,0.0,0.0
290241,0.0,0.0,0.0,0.0,0.0
290242,2.5,0.0,0.0,0.0,0.0
290243,0.0,0.0,0.0,0.0,0.0
290244,2.5,0.0,0.0,0.0,0.0
290250,2.0,0.0,0.0,0.0,0.0
290260,2.5,0.0,0.0,0.0,0.0
290270,2.5,0.0,0.0,0.0,0.0
290290,2.5,0.0,0.0,0.57,0.0
290311,6.25,0.0,0.0,5.75,0.0
290312,7.5,0.0,0.0,7.0,0.0
290313,7.5,0.0,5.5,7.0,5.0
290314,5.0,0.0,0.0,4.5,0.0
290315,0.0,0.0,0.0,0.0,0.0
290319,5.0,0.0,0.0,0.0,0.0
290321,2.0,0.0,0.0,0.0,0.0
290322,7.5,0.0,0.0,0.0,0.0
290323,5.0,0.0,0.0,0.0,0.0
290329,5.0,0.0,2.5,0.0,0.0
290341,5.0,0.0,0.0,0.0,0.0
290342,5.0,0.0,0.0,0.0,0.0
290343,5.0,0.0,0.0,0.0,0.0
290344,5.0,0.0,0.0,0.0,0.0
290345,5.0,0.0,0.0,0.0,0.0
290346,5.0,0.0,0.0,0.0,0.0
290347,5.0,0.0,0.0,0.0,0.0
290348,5.0,0.0,0.0,0.0,0.0
290349,5.0,0.0,0.0,0.0,0.0
290351,5.0,0.0,0.0,0.0,0.0
290359,5.0,0.0,0.0,0.0,0.0
290361,5.0,0.0,0.0,0.0,0.0
290362,5.0,0.0,0.0,0.0,0.0
290369,5.0,0.0,0.0,0.0,0.0
290371,5.0,0.0,2.5,0.0,0.0
290372,5.0,0.0,2.5,0.0,0.0
290373,5.0,0.0,2.5,0.0,0.0
290374,5.0,0.0,2.5,0.0,0.0
290375,5.0,0.0,2.5,0.0,0.0
290376,5.0,0.0,2.5,0.0,0.0
290377,5.0,0.0,2.5,0.0,0.0
290378,5.0,0.0,2.5,0.0,0.0
290379,5.0,0.0,2.5,0.0,0.0
290381,5.0,0.0,2.5,0.0,0.0
290382,5.0,0.0,2.5,0.0,0.0
290383,5.0,0.0,2.5,4.5,0.0
290389,5.0,0.0,2.5,0.0,0.0
290391,5.0,0.0,0.0,0.0,0.0
290392,5.0,0.0,0.0,0.0,0.0
290393,5.0,0.0,0.0,0.0,0.0
290394,5.0,0.0,0.0,0.0,0.0
290399,5.0,0.0,0.0,0.0,0.0
290410,5.0,0.0,0.0,0.0,0.0
290420,5.0,0.0,0.0,0.0,0.0
290431,5.0,0.0,0.0,0.0,0.0
290432,5.0,0.0,0.0,0.0,0.0
290433,5.0,0.0,0.0,0.0,0.0
290434,5.0,0.0,0.0,0.0,0.0
290435,5.0,0.0,0.0,0.0,0.0
290436,5.0,0.0,0.0,0.0,0.0
290491,5.0,0.0,0.0,0.0,0.0
290499,5.0,0.0,0.0,0.0,0.0
290511,3.0,0.0,0.0,0.0,0.0
290512,7.5,0.0,0.0,7.0,5.0
290513,7.5,0.0,0.0,7.0,0.0
290514,7.5,0.0,0.0,7.0,5.0
290516,7.5,0.0,0.0,2.33,0.0
290517,7.5,0.0,0.0,0.0,0.0
290519,7.5,0.0,0.0,7.0,2.5
290522,7.5,0.0,0.0,0.0,0.0
290529,7.5,0.0,0.0,7.0,5.0
290531,5.0,0.0,0.0,4.0,0.0
290532,7.5,0.0,0.0,7.0,5.0
290539,7.5,0.0,0.0,7.0,5.0
290541,7.5,0.0,0.0,7.0,0.0
290542,7.5,0.0,0.0,0.0,0.0
290543,20.0,0.0,0.0,0.0,0.0
290544,20.0,0.0,0.0,0.0,0.0
290545,7.5,0.0,0.0,7.0,5.0
290549,7.5,0.0,0.0,0.0,5.0
290551,7.5,0.0,0.0,0.0,0.0
290559,7.5,0.0,0.0,0.0,0.0
290611,7.5,0.0,0.0,0.0,0.0
290612,7.5,0.0,0.0,0.0,0.0
290613,7.5,0.0,0.0,0.0,0.0
290619,7.5,0.0,0.0,0.0,0.0
290621,7.5,0.0,0.0,0.0,0.0
290629,7.5,0.0,6.25,7.0,5.0
290711,7.5,0.0,0.0,0.0,5.0
290712,7.5,0.0,0.0,0.0,0.0
290713,7.5,0.0,0.0,0.0,0.0
290715,7.5,0.0,0.0,0.0,0.0
290719,7.5,0.0,0.0,0.0,0.0
290721,7.5,0.0,0.0,0.0,0.0
290722,7.5,0.0,0.0,0.0,0.0
290723,7.5,0.0,0.0,0.0,0.0
290729,7.5,0.0,6.25,0.0,5.0
290811,7.5,0.0,0.0,0.0,0.0
290819,7.5,0.0,0.0,0.0,0.0
290891,7.5,0.0,0.0,0.0,5.0
290892,7.5,0.0,6.25,0.0,0.0
290899,7.5,0.0,6.25,0.0,0.0
290911,7.5,0.0,0.0,0.0,0.0
290919,7.5,0.0,6.25,0.0,5.0
290920,7.5,0.0,0.0,0.0,0.0
290930,7.5,0.0,6.25,0.0,5.0
290941,7.5,0.0,0.0,0.0,0.0
290943,7.5,0.0,0.0,0.0,0.0
290944,7.5,0.0,0.0,0.0,0.0
290949,7.5,0.0,6.25,0.0,5.0
290950,7.5,0.0,0.0,0.0,0.0
290960,7.5,0.0,0.0,0.0,0.0
291010,7.5,0.0,0.0,0.0,0.0
291020,5.0,0.0,0.0,0.0,0.0
291030,7.5,0.0,0.0,0.0,0.0
291040,7.5,0.0,6.25,0.0,5.0
291050,7.5,0.0,6.25,0.0,5.0
291090,7.5,0.0,6.25,0.0,5.0
291100,7.5,0.0,0.0,0.0,0.0
291211,7.5,0.0,0.0,0.0,0.0
291212,7.5,0.0,0.0,0.0,0.0
291219,7.5,0.0,6.25,0.0,3.75
291221,7.5,0.0,6.25,0.0,0.0
291229,7.5,0.0,0.0,0.0,0.0
291241,7.5,0.0,0.0,0.0,0.0
291242,7.5,0.0,0.0,0.0,0.0
291249,7.5,0.0,0.0,0.0,0.0
291250,7.5,0.0,0.0,0.0,0.0
291260,7.5,0.0,0.0,0.0,0.0
291300,7.5,0.0,0.0,0.0,0.0
291411,7.5,0.0,0.0,7.0,0.0
291412,7.5,0.0,0.0,0.0,0.0
291413,7.5,0.0,0.0,0.0,0.0
291419,7.5,0.0,6.25,7.0,5.0
291422,7.5,0.0,6.25,7.0,0.0
291423,7.5,0.0,0.0,0.0,0.0
291429,7.5,0.0,6.25,5.0,2.5
291431,7.5,0.0,0.0,0.0,0.0
291439,7.5,0.0,6.25,7.0,5.0
291440,7.5,0.0,0.0,0.0,0.0
291450,7.5,0.0,0.0,0.0,0.0
291461,7.5,0.0,0.0,7.0,0.0
291462,7.5,0.0,6.25,7.0,5.0
291469,7.5,0.0,6.25,7.0,5.0
291471,7.5,0.0,0.0,0.0,0.0
291479,7.5,0.0,0.0,0.0,0.0
291511,7.5,0.0,0.0,0.0,0.0
291512,7.5,0.0,0.0,0.0,0.0
291513,7.5,0.0,0.0,0.0,0.0
291521,5.0,0.0,0.0,0.0,0.0
291524,7.5,0.0,0.0,0.0,5.0
291529,7.5,0.0,6.25,7.0,3.75
291531,7.5,0.0,0.0,7.0,5.0
291532,7.5,0.0,0.0,7.0,0.0
291533,7.5,0.0,0.0,0.0,0.0
291536,7.5,0.0,0.0,0.0,0.0
291539,7.5,0.0,0.0,0.0,0.0
291540,7.5,0.0,0.0,0.0,0.0
291550,7.5,0.0,0.0,0.0,0.0
291560,7.5,0.0,0.0,0.0,0.0
291570,7.5,0.0,6.25,7.0,5.0
291590,7.5,0.0,0.0,7.0,0.0
291611,7.5,0.0,6.25,7.0,5.0
291612,7.5,0.0,5.0,7.0,5.0
291613,7.5,0.0,0.0,7.0,0.0
291614,7.5,0.0,0.0,7.0,0.0
291615,7.5,0.0,0.0,7.0,0.0
291616,7.5,0.0,0.0,7.0,0.0
291619,7.5,0.0,0.0,7.0,0.0
291620,7.5,0.0,0.0,0.0,0.0
291631,7.5,0.0,6.25,7.0,5.0
291632,7.5,0.0,6.25,0.0,0.0
291634,7.5,0.0,6.25,7.0,5.0
291639,7.5,0.0,0.0,7.0,0.0
291711,7.5,0.0,0.0,0.0,0.0
291712,7.5,0.0,0.0,0.0,0.0
291713,7.5,0.0,0.0,0.0,0.0
291714,7.5,0.0,0.0,0.0,0.0
291719,7.5,0.0,5.47,7.0,4.38
291720,7.5,0.0,6.25,0.0,5.0
291732,7.5,0.0,0.0,7.0,0.0
291733,7.5,0.0,0.0,0.0,0.0
291734,7.5,0.0,0.0,0.0,0.0
291735,7.5,0.0,0.0,0.0,0.0
291736,5.0,0.0,0.0,4.0,0.0
291737,5.0,0.0,0.0,4.0,0.0
291739,7.5,0.0,0.0,5.0,5.0
291811,7.5,0.0,0.0,0.0,0.0
291812,7.5,0.0,0.0,0.0,0.0
291813,7.5,0.0,0.0,7.0,0.0
291814,7.5,0.0,0.0,0.0,0.0
291815,7.5,0.0,0.0,0.0,0.0
291816,7.5,0.0,0.0,7.0,0.0
291817,7.5,0.0,0.0,0.0,0.0
291818,7.5,0.0,0.0,0.0,0.0
291819,7.5,0.0,0.0,0.0,0.0
291821,7.5,0.0,6.25,0.0,0.0
291822,7.5,0.0,6.25,0.0,5.0
291823,7.5,0.0,6.25,7.0,5.0
291829,7.5,0.0,6.25,7.0,5.0
291830,7.5,0.0,6.25,7.0,5.0
291891,7.5,0.0,0.0,0.0,0.0
291899,7.5,0.0,0.0,0.0,0.0
291910,7.5,0.0,0.0,0.0,0.0
291990,7.5,0.0,0.0,0.0,0.0
292011,7.5,0.0,0.0,0.0,0.0
292019,7.5,0.0,0.0,0.0,0.0
292021,7.5,0.0,6.25,7.0,5.0
292022,7.5,0.0,6.25,7.0,5.0
292023,7.5,0.0,6.25,7.0,5.0
292024,7.5,0.0,6.25,7.0,5.0
292029,7.5,0.0,6.25,7.0,5.0
292030,7.5,0.0,6.25,7.0,5.0
292090,7.5,0.0,6.25,7.0,5.0
292111,7.5,0.0,5.0,0.0,0.0
292112,7.5,0.0,0.0,0.0,0.0
292113,7.5,0.0,0.0,0.0,0.0
292114,7.5,0.0,0.0,0.0,0.0
292119,7.5,0.0,0.0,0.0,0.0
292121,7.5,0.0,0.0,0.0,0.0
292122,7.5,0.0,0.0,0.0,0.0
292129,7.5,0.0,0.0,0.0,0.0
292130,7.5,0.0,0.0,0.0,0.0
292141,7.5,0.0,0.0,0.0,0.0
292142,7.5,0.0,0.0,0.0,0.0
292143,7.5,0.0,0.0,0.0,0.0
292144,7.5,0.0,0.0,0.0,0.0
292145,7.5,0.0,0.0,0.0,0.0
292146,7.5,0.0,0.0,0.0,0.0
292149,7.5,0.0,0.0,0.0,0.0
292151,7.5,0.0,0.0,0.0,0.0
292159,7.5,0.0,0.0,0.0,0.0
292211,7.5,0.0,0.0,0.0,0.0
292212,7.5,0.0,0.0,0.0,0.0
292214,7.5,0.0,0.0,0.0,0.0
292215,7.5,0.0,0.0,0.0,0.0
292216,7.5,0.0,0.0,0.0,0.0
292217,7.5,0.0,0.0,0.0,0.0
292218,7.5,0.0,0.0,0.0,0.0
292219,7.5,0.0,0.0,0.0,0.0
292221,7.5,0.0,0.0,0.0,0.0
292229,7.5,0.0,0.0,0.0,0.0
292231,7.5,0.0,0.0,0.0,0.0
292239,7.5,0.0,0.0,0.0,0.0
292241,7.5,0.0,0.0,0.0,0.0
292242,7.5,0.0,0.0,0.0,0.0
292243,7.5,0.0,0.0,0.0,0.0
292244,7.5,0.0,0.0,0.0,0.0
292249,7.5,0.0,0.0,0.0,0.0
292250,7.5,0.0,0.0,0.0,0.0
292310,7.5,0.0,0.0,0.0,0.0
292320,7.5,0.0,0.0,0.0,0.0
292330,7.5,0.0,0.0,0.0,0.0
292340,7.5,0.0,0.0,0.0,0.0
292390,7.5,0.0,0.0,0.0,0.0
292411,7.5,0.0,0.0,0.0,0.0
292412,7.5,0.0,0.0,0.0,0.0
292419,7.5,0.0,0.0,0.0,0.0
292421,7.5,0.0,0.0,0.0,0.0
292423,7.5,0.0,0.0,0.0,0.0
292424,7.5,0.0,0.0,0.0,0.0
292425,7.5,0.0,0.0,0.0,0.0
292429,7.5,0.0,0.0,0.0,0.0
292511,7.5,0.0,0.0,0.0,0.0
292512,7.5,0.0,0.0,0.0,0.0
292519,7.5,0.0,0.0,0.0,0.0
292521,7.5,0.0,0.0,0.0,0.0
292529,7.5,0.0,0.0,0.0,0.0
292610,2.5,0.0,0.0,0.0,0.0
292620,7.5,0.0,0.0,0.0,0.0
292630,7.5,0.0,0.0,0.0,0.0
292640,7.5,0.0,0.0,0.0,0.0
292690,7.5,0.0,0.0,0.0,0.0
292700,7.5,0.0,0.0,0.0,0.0
292800,7.5,0.0,0.0,0.0,0.0
292910,7.5,0.0,0.0,0.0,0.0
292990,7.5,0.0,0.0,0.0,0.0
293010,7.5,0.0,0.0,0.0,0.0
293020,7.5,0.0,0.0,0.0,0.0
293030,7.5,0.0,0.0,0.0,0.0
293040,7.5,0.0,0.0,0.0,0.0
293060,7.5,0.0,0.0,0.0,0.0
293070,7.5,0.0,0.0,0.0,0.0
293080,7.5,0.0,0.0,0.0,0.0
293090,7.5,0.0,0.0,0.0,0.0
293110,7.5,0.0,6.25,0.0,5.0
293120,7.5,0.0,6.25,0.0,5.0
293141,7.5,0.0,6.25,0.0,5.0
293142,7.5,0.0,6.25,0.0,5.0
293143,7.5,0.0,6.25,0.0,5.0
293144,7.5,0.0,6.25,0.0,5.0
293145,7.5,0.0,6.25,0.0,5.0
293146,7.5,0.0,6.25,0.0,5.0
293147,7.5,0.0,6.25,0.0,5.0
293148,7.5,0.0,6.25,0.0,5.0
293149,7.5,0.0,6.25,0.0,5.0
293151,7.5,0.0,6.25,0.0,0.0
293152,7.5,0.0,6.25,0.0,0.0
293153,7.5,0.0,6.25,0.0,0.0
293154,7.5,0.0,6.25,0.0,0.0
293159,7.5,0.0,6.25,0.0,0.0
293190,7.5,0.0,6.25,0.0,0.0
293211,7.5,0.0,0.0,0.0,0.0
293212,7.5,0.0,0.0,0.0,0.0
293213,7.5,0.0,0.0,0.0,0.0
293214,7.5,0.0,0.0,0.0,0.0
293219,7.5,0.0,0.0,0.0,0.0
293220,7.5,0.0,0.0,0.0,0.0
293291,7.5,0.0,0.0,0.0,0.0
293292,7.5,0.0,0.0,0.0,0.0
293293,7.5,0.0,0.0,0.0,0.0
293294,7.5,0.0,0.0,0.0,0.0
293295,7.5,0.0,0.0,0.0,0.0
293296,7.5,0.0,0.0,0.0,0.0
293299,7.5,0.0,0.0,0.0,0.0
293311,7.5,0.0,0.0,0.0,0.0
293319,7.5,0.0,0.0,0.0,0.0
293321,7.5,0.0,0.0,0.0,0.0
293329,7.5,0.0,0.0,0.0,0.0
293331,7.5,0.0,0.0,0.0,0.0
293332,7.5,0.0,0.0,0.0,0.0
293333,7.5,0.0,0.0,0.0,0.0
293334,7.5,0.0,0.0,0.0,0.0
293335,7.5,0.0,0.0,0.0,0.0
293336,7.5,0.0,0.0,0.0,0.0
293337,7.5,0.0,0.0,0.0,0.0
293339,7.5,0.0,0.0,0.0,0.0
293341,7.5,0.0,0.0,0.0,0.0
293349,7.5,0.0,0.0,0.0,0.0
293352,7.5,0.0,0.0,0.0,0.0
293353,7.5,0.0,0.0,0.0,0.0
293354,7.5,0.0,0.0,0.0,0.0
293355,7.5,0.0,0.0,0.0,0.0
293359,7.5,0.0,0.0,0.0,0.0
293361,7.5,0.0,0.0,0.0,0.0
293369,7.5,0.0,0.0,0.0,0.0
293371,5.0,0.0,0.0,0.0,0.0
293372,7.5,0.0,0.0,0.0,0.0
293379,7.5,0.0,0.0,0.0,0.0
293391,7.5,0.0,0.0,0.0,0.0
293392,7.5,0.0,0.0,0.0,0.0
293399,7.5,0.0,0.0,0.0,0.0
293410,7.5,0.0,0.0,0.0,0.0
293420,7.5,0.0,0.0,0.0,0.0
293430,7.5,0.0,0.0,0.0,0.0
293491,7.5,0.0,0.0,0.0,0.0
293492,7.5,0.0,0.0,0.0,0.0
293499,7.5,0.0,0.0,0.0,0.0
293510,7.5,0.0,0.0,0.0,0.0
293520,7.5,0.0,0.0,0.0,0.0
293530,7.5,0.0,0.0,0.0,0.0
293540,7.5,0.0,0.0,0.0,0.0
293550,7.5,0.0,0.0,0.0,0.0
293590,7.5,0.0,0.0,0.0,0.0
293621,7.5,0.0,0.0,0.0,0.0
293622,7.5,0.0,0.0,0.0,0.0
293623,7.5,0.0,0.0,0.0,0.0
293624,7.5,0.0,0.0,0.0,0.0
293625,7.5,0.0,0.0,0.0,0.0
293626,7.5,0.0,0.0,0.0,0.0
293627,7.5,0.0,0.0,0.0,0.0
293628,7.5,0.0,0.0,0.0,0.0
293629,7.5,0.0,0.0,0.0,0.0
293690,7.5,0.0,0.0,0.0,0.0
293711,7.5,0.0,0.0,0.0,0.0
293712,7.5,0.0,0.0,0.0,0.0
293719,7.5,0.0,0.0,0.0,0.0
293721,7.5,0.0,0.0,0.0,0.0
293722,7.5,0.0,0.0,0.0,0.0
293723,7.5,0.0,0.0,0.0,0.0
293729,7.5,0.0,0.0,0.0,0.0
293750,7.5,0.0,0.0,0.0,0.0
293790,7.5,0.0,0.0,0.0,0.0
293810,7.5,0.0,0.0,0.0,0.0
293890,7.5,0.0,0.0,0.0,0.0
293911,7.5,0.0,0.0,0.0,0.0
293919,7.5,0.0,0.0,0.0,0.0
293920,7.5,0.0,0.0,0.0,0.0
293930,7.5,0.0,0.0,0.0,0.0
293941,7.5,0.0,0.0,0.0,0.0
293942,7.5,0.0,0.0,0.0,0.0
293943,7.5,0.0,0.0,0.0,0.0
293944,7.5,0.0,0.0,0.0,0.0
293945,7.5,0.0,0.0,0.0,0.0
293949,7.5,0.0,0.0,0.0,0.0
293951,7.5,0.0,0.0,0.0,0.0
293959,7.5,0.0,0.0,0.0,0.0
293961,7.5,0.0,0.0,0.0,0.0
293962,7.5,0.0,0.0,0.0,0.0
293963,7.5,0.0,0.0,0.0,0.0
293969,7.5,0.0,0.0,0.0,0.0
293972,7.5,0.0,0.0,0.0,0.0
293979,7.5,0.0,0.0,0.0,0.0
293980,7.5,0.0,0.0,0.0,0.0
294000,7.5,0.0,0.0,0.0,0.0
294110,7.5,0.0,0.0,0.0,0.0
294120,7.5,0.0,0.0,0.0,0.0
294130,7.5,0.0,0.0,0.0,0.0
294140,7.5,0.0,0.0,0.0,0.0
294150,7.5,0.0,0.0,0.0,0.0
294190,7.5,0.0,0.0,0.0,0.0
294200,7.5,0.0,0.0,0.0,0.0
300120,10.0,0.0,0.0,0.0,0.0
300190,10.0,0.0,0.0,0.0,0.0
300212,10.0,0.0,0.0,0.0,0.0
300213,10.0,0.0,0.0,0.0,0.0
300214,10.0,0.0,0.0,0.0,0.0
300215,10.0,0.0,0.0,0.0,0.0
300241,10.0,0.0,0.0,0.0,0.0
300242,10.0,0.0,0.0,0.0,0.0
300249,8.33,0.0,0.0,0.0,0.0
300251,10.0,0.0,0.0,0.0,0.0
300259,10.0,0.0,0.0,0.0,0.0
300290,10.0,0.0,0.0,0.0,0.0
300310,10.0,0.0,0.0,0.0,0.0
300320,10.0,0.0,0.0,0.0,0.0
300331,10.0,0.0,0.0,0.0,0.0
300339,10.0,0.0,0.0,0.0,0.0
300341,10.0,0.0,0.0,0.0,0.0
300342,10.0,0.0,0.0,0.0,0.0
300343,10.0,0.0,0.0,0.0,5.0
300349,10.0,0.0,0.0,0.0,5.0
300360,10.0,0.0,0.0,0.0,0.0
300390,10.0,0.0,0.0,0.0,0.0
300410,10.0,0.0,0.0,0.0,5.0
300420,10.0,0.0,0.0,0.0,5.0
300431,10.0,0.0,0.0,0.0,5.0
300432,10.0,0.0,0.0,0.0,0.0
300439,10.0,0.0,0.0,0.0,5.0
300441,10.0,0.0,0.0,0.0,5.0
300442,10.0,0.0,0.0,0.0,5.0
300443,10.0,0.0,0.0,0.0,5.0
300449,10.0,0.0,0.0,0.0,5.0
300450,10.0,0.0,0.0,0.0,5.0
300460,10.0,0.0,0.0,0.0,5.0
300490,10.0,0.0,0.0,0.0,5.0
300510,10.0,0.0,0.0,0.0,0.0
300590,10.0,0.0,0.0,0.0,0.0
300610,10.0,0.0,0.0,0.0,0.0
300630,10.0,0.0,0.0,0.0,0.0
300640,10.0,0.0,0.0,0.0,0.0
300650,10.0,0.0,0.0,0.0,0.0
300660,0.0,0.0,0.0,0.0,0.0
300670,10.0,0.0,0.0,0.0,0.0
300691,10.0,0.0,0.0,0.0,5.0
300692,10.0,0.0,0.0,0.0,0.0
300693,10.0,0.0,0.0,0.0,0.0
310100,7.5,0.0,0.0,0.0,5.0
310210,0.0,0.0,0.0,0.0,0.0
310221,5.0,0.0,0.0,0.0,0.0
310229,5.0,0.0,0.0,0.0,5.0
310230,7.5,0.0,0.0,0.0,5.0
310240,7.5,0.0,0.0,0.0,5.0
310250,0.0,0.0,0.0,0.0,0.0
310260,7.5,0.0,0.0,0.0,5.0
310280,7.5,0.0,0.0,0.0,5.0
310290,7.5,0.0,0.0,0.0,5.0
310311,7.5,0.0,0.0,0.0,5.0
310319,7.5,0.0,0.0,0.0,5.0
310390,7.5,0.0,0.0,0.0,5.0
310420,7.5,0.0,0.0,0.0,5.0
310430,5.0,0.0,0.0,0.0,0.0
310490,7.5,0.0,0.0,0.0,5.0
310510,7.5,0.0,0.0,0.0,5.0
310520,5.0,0.0,0.0,0.0,0.0
310530,5.0,0.0,0.0,0.0,0.0
310540,5.0,0.0,0.0,0.0,0.0
310551,5.0,0.0,0.0,0.0,0.0
310559,5.0,0.0,0.0,0.0,0.0
310560,5.0,0.0,0.0,0.0,0.0
310590,5.0,0.0,0.0,0.0,0.0
320110,7.5,0.0,0.0,0.0,0.0
320120,2.5,0.0,0.0,0.0,0.0
320190,7.5,0.0,0.0,0.0,0.0
320210,7.5,0.0,6.25,0.0,5.0
320290,7.5,0.0,0.0,0.0,0.0
320300,7.5,0.0,0.0,0.0,0.0
320411,7.5,0.0,0.0,7.0,0.0
320412,7.5,0.0,0.0,2.73,0.0
320413,7.5,0.0,0.56,0.0,0.0
320414,7.5,0.0,0.0,0.0,0.0
320415,7.5,0.0,0.0,0.0,0.0
320416,7.5,0.0,0.0,0.0,0.0
320417,7.5,0.0,0.0,0.0,0.0
320418,7.5,0.0,0.0,0.0,0.0
320419,7.5,0.0,0.0,0.0,0.0
320420,7.5,0.0,0.0,0.0,0.0
320490,7.5,0.0,6.88,0.0,5.0
320500,7.5,0.0,0.0,0.0,0.0
320611,10.0,0.0,0.0,0.0,0.0
320619,10.0,0.0,0.0,0.0,0.0
320620,7.5,0.0,0.0,0.0,0.0
320641,7.5,0.0,6.25,0.0,5.0
320642,7.5,0.0,0.0,0.0,0.0
320649,7.5,0.0,0.0,0.0,0.0
320650,7.5,0.0,0.0,0.0,0.0
320710,7.5,0.0,0.0,0.0,0.0
320720,7.5,0.0,0.0,0.0,0.0
320730,7.5,0.0,0.0,0.0,0.0
320740,7.5,0.0,0.0,0.0,0.0
320810,10.0,0.0,0.0,0.0,0.0
320820,10.0,0.0,0.0,0.0,0.0
320890,10.0,0.0,0.0,0.0,0.0
320910,10.0,0.0,0.0,0.0,0.0
320990,10.0,0.0,0.0,0.0,0.0
321000,10.0,0.0,0.0,0.0,0.0
321100,10.0,0.0,0.0,0.0,0.0
321210,10.0,0.0,0.0,0.0,0.0
321290,10.0,0.0,0.0,0.0,0.0
321310,10.0,0.0,0.0,0.0,0.0
321390,10.0,0.0,0.0,0.0,0.0
321410,10.0,0.0,0.0,0.0,0.0
321490,10.0,0.0,6.25,0.0,5.0
321511,10.0,0.0,0.0,0.0,0.0
321519,10.0,0.0,0.0,0.0,0.0
321590,10.0,0.0,0.0,0.0,0.0
330112,20.0,0.0,5.0,0.0,0.0
330113,20.0,0.0,5.0,0.0,0.0
330119,20.0,0.0,0.0,19.0,2.5
